"quantile","relative_brier","log_relative_brier","panel","method_id","mrts_k","line_label"
0.99,0.978628412895712,-0.0216032663204037,"method 2-5",4,NA,"Skew-t, K=5"
0.995,0.977433803667676,-0.0228247094487897,"method 2-5",4,NA,"Skew-t, K=5"
0.9,1.02965551325355,0.0292242931477199,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.91,1.03024783729468,0.0297993920301973,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.92,1.03351287617341,0.032963558865568,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.93,1.03956873143914,0.0388059458406916,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.94,1.04996522161623,0.0487570413506232,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.95,1.05454448267973,0.0531089037167201,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.96,1.06643020455126,0.064316813329013,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.97,1.07639044140301,0.0736132596779084,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.98,1.10256925925671,0.0976431465532536,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.99,1.11938754918473,0.112781704655299,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.995,1.14370064344305,0.134269183402628,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.9,0.976866725124581,-0.0234050486040587,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.91,0.977573811497104,-0.0226814794904184,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.92,0.978487069834692,-0.0217477065054747,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.93,0.977922197423059,-0.0223251648489649,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.94,0.980832696720227,-0.0193533775693202,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.95,0.980729762158659,-0.0194583291717495,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.96,0.980115884265401,-0.0200844650580016,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.97,0.973235995525261,-0.0271286819860467,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.98,0.969489089142233,-0.0309860584708213,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.99,0.959481569644914,-0.0413621720097301,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.995,0.955777419315876,-0.0452302180220735,"method 2-5 + mrts (K=10)",2,10,"Skew-t, K=1 + mrts(k=10)"
0.9,0.987400635067128,-0.0126794099864973,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.91,0.98743909140629,-0.0126404636976913,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.92,0.987603204227182,-0.0124742770579086,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.93,0.988070643279705,-0.0120010824951169,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.94,0.988785850745113,-0.011277501902621,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.95,0.988021473675209,-0.0120508469813817,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.96,0.987480099131872,-0.0125989351877815,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.97,0.984503649029824,-0.0156176744295572,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.98,0.982476303433169,-0.0176790541726648,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.99,0.97018776831013,-0.0302656506405892,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.995,0.966889107885704,-0.0336714665413958,"method 2-5 + mrts (K=10)",3,10,"t, K=1, q(0.80) + mrts(k=10)"
0.9,0.98801571372524,-0.0120566767805438,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.91,0.988521340664519,-0.0115450476672049,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.92,0.991047883197034,-0.00899242775985881,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.93,0.992119516774027,-0.00791169833549221,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.94,0.992107513551153,-0.00792379697409613,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.95,0.993989187439727,-0.00602895021196334,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.96,0.994197449922895,-0.00581945027869108,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.97,0.989295554522996,-0.0107621502211315,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.98,0.992206310210094,-0.00782421931874813,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.99,0.984245470679593,-0.0158799509676153,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.995,0.979324557598168,-0.0208921718842442,"method 2-5 + mrts (K=10)",4,10,"Skew-t, K=5 + mrts(k=10)"
0.9,1.0435704405035,0.0426479493330037,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.91,1.0446621721874,0.043693552947018,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.92,1.04613133974583,0.0450989215708016,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.93,1.05540142311474,0.0539211904011998,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.94,1.06091892824026,0.059135446005762,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.95,1.06990445912921,0.0675693539537294,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.96,1.07698509025279,0.0741655543020048,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.97,1.09551404410585,0.0912236997848608,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.98,1.10515421531209,0.0999848866003377,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.99,1.14306275368293,0.133711285915317,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
0.995,1.16963006622673,0.156687516101176,"method 2-5 + mrts (K=10)",5,10,"t, K=5, q(0.80) + mrts(k=10)"
