"quantile","relative_brier","log_relative_brier","panel","method_id","mrts_k","line_label"
0.99,0.978628412895712,-0.0216032663204037,"method 2-5",4,NA,"Skew-t, K=5"
0.995,0.977433803667676,-0.0228247094487897,"method 2-5",4,NA,"Skew-t, K=5"
0.9,1.02965551325355,0.0292242931477199,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.91,1.03024783729468,0.0297993920301973,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.92,1.03351287617341,0.032963558865568,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.93,1.03956873143914,0.0388059458406916,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.94,1.04996522161623,0.0487570413506232,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.95,1.05454448267973,0.0531089037167201,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.96,1.06643020455126,0.064316813329013,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.97,1.07639044140301,0.0736132596779084,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.98,1.10256925925671,0.0976431465532536,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.99,1.11938754918473,0.112781704655299,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.995,1.14370064344305,0.134269183402628,"method 2-5",5,NA,"t, K=5, q(0.80)"
0.9,0.976238436512026,-0.0240484227004139,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.91,0.976981341543325,-0.0232877248255813,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.92,0.978066845136948,-0.0221772624722078,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.93,0.977732338590887,-0.0225193288275938,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.94,0.980601376469859,-0.0195892460643183,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.95,0.981014227778531,-0.0191683161799169,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.96,0.980197109365343,-0.020001595536397,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.97,0.973197464605305,-0.0271682732906049,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.98,0.969432534917328,-0.0310443942222194,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.99,0.960043493251111,-0.0407766900766091,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.995,0.955771791787094,-0.0452361059466417,"method 2-5 + mrts (K=15)",2,15,"Skew-t, K=1 + mrts(k=15)"
0.9,0.9876670254808,-0.0124096567819785,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.91,0.987548041615067,-0.0125301336534435,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.92,0.987882853499445,-0.0121911575967141,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.93,0.988618133540086,-0.0114471356312492,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.94,0.989092748840217,-0.0109671713316429,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.95,0.988336173456606,-0.0117323825733706,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.96,0.987942366890827,-0.0121309160421615,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.97,0.984762002953092,-0.015355288372613,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.98,0.982627822602947,-0.0175248443594846,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.99,0.970939025350143,-0.0294916083884548,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.995,0.966853324489882,-0.0337084760161077,"method 2-5 + mrts (K=15)",3,15,"t, K=1, q(0.80) + mrts(k=15)"
0.9,0.984660532128982,-0.015458334643682,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.91,0.985536298603435,-0.0145693203904139,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.92,0.987472201077927,-0.0126069334102636,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.93,0.987859609121114,-0.0122146873621281,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.94,0.988531201312559,-0.0115350725675747,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.95,0.988448501454411,-0.0116187353973763,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.96,0.990268715277446,-0.00977894311066599,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.97,0.989100491027428,-0.0109593437978563,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.98,0.994663627555906,-0.00535066173752355,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.99,0.986391288183368,-0.0137021591018967,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.995,0.984430717282778,-0.0156917568858622,"method 2-5 + mrts (K=15)",4,15,"Skew-t, K=5 + mrts(k=15)"
0.9,1.04520194112165,0.0442101118398327,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.91,1.04870588234012,0.0475569110158681,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.92,1.05318848743867,0.0518222175497666,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.93,1.06041641467772,0.0586616750165488,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.94,1.06458286691062,0.0625830481746603,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.95,1.06764512894776,0.0654554090558735,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.96,1.07544514099151,0.0727346605135027,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.97,1.10189086751157,0.0970276745305815,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.98,1.1100346272442,0.104391210553161,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.99,1.13199225126357,0.123979134584038,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
0.995,1.11403603691576,0.10798949009835,"method 2-5 + mrts (K=15)",5,15,"t, K=5, q(0.80) + mrts(k=15)"
